building_id,efficiency_score,primary_use,square_feet,savings_dollars,savings_kwh,savings_percent
1162,37.31343283582089,6.0,72958.0,71153.7405312,711537.4053120001,50.0
445,13.75,0.0,40950.0,70815.84000000001,708158.4,50.0
1108,0.0,8.0,679614.0,70793.63583333335,707936.3583333334,50.0
1030,24.305555555555557,0.0,68030.0,70563.44734513275,705634.4734513274,50.0
894,41.61490683229814,0.0,101555.0,70378.58123076927,703785.8123076926,50.0
232,4.545454545454547,1.0,24345.0,70341.59487428571,703415.9487428571,50.0
131,23.80952380952381,4.0,66661.0,70327.9518,703279.5179999999,50.0
276,34.848484848484844,6.0,70837.0,69844.41857142857,698444.1857142857,50.0
1337,7.407407407407405,6.0,14744.0,69802.26244800001,698022.62448,50.0
1309,21.276595744680847,4.0,58041.0,69723.29238679247,697232.9238679247,50.0
409,13.75,0.0,38500.0,69598.3152631579,695983.152631579,50.0
300,21.05263157894737,0.0,62800.0,69548.10375,695481.0375,50.0
1366,42.1875,6.0,87977.0,69273.18876521739,692731.8876521739,50.0
1224,7.692307692307693,6.0,23481.0,69048.57780576924,690485.7780576923,50.0
202,27.906976744186053,4.0,74682.0,68832.47498378379,688324.7498378379,50.0
293,87.5,6.0,408000.0,68712.14605734777,687121.4605734777,20.12869258390233
776,49.20634920634921,6.0,104667.0,68523.56721984634,685235.6721984633,49.48663429688298
327,40.625,0.0,99325.0,68458.27953488372,684582.7953488373,50.0
1254,10.909090909090907,0.0,24979.0,68416.18708073396,684161.8708073396,50.0
1256,19.04761904761905,6.0,37917.0,68065.38348648649,680653.8348648649,50.0
79,17.74193548387096,6.0,36240.0,67915.06391313193,679150.6391313192,50.0
259,29.936305732484087,0.0,77469.0,67656.984,676569.84,50.0
1436,33.33333333333334,5.0,11302.0,67351.49890909091,673514.989090909,50.0
537,25.850340136054413,0.0,73200.0,67350.33789473683,673503.3789473684,50.0
350,33.76623376623377,0.0,83800.0,67065.62142857145,670656.2142857144,50.0
1189,50.0,6.0,98212.0,65806.46130389613,658064.6130389612,50.0
1186,36.36363636363637,4.0,157070.0,65774.49025488456,657744.9025488455,43.827367914900954
1324,36.36363636363637,1.0,84688.0,65545.28235445546,655452.8235445545,50.0
971,42.85714285714286,4.0,301307.0,65238.95554551715,652389.5554551715,28.74533851742438
1261,27.272727272727266,6.0,42942.0,64499.15,644991.5,50.0
8,20.15503875968993,0.0,60809.0,63939.09664909091,639390.9664909091,50.0
147,42.42424242424242,6.0,82548.0,63601.674418604656,636016.7441860465,50.0
567,45.45454545454546,1.0,82670.0,63166.05207692308,631660.5207692308,50.0
1023,36.25000000000001,0.0,87976.0,63034.113000000005,630341.13,50.0
1312,34.883720930232556,4.0,75000.0,62922.782903773594,629227.8290377359,50.0
1091,52.94117647058824,4.0,233341.0,62693.61435926245,626936.1435926245,33.35987550724012
344,35.031847133757964,0.0,77500.0,62486.28827586208,624862.8827586208,50.0
945,72.72727272727273,6.0,332447.0,62026.17735501933,620261.7735501933,21.8256937904813
886,30.555555555555557,0.0,69799.0,60953.817546,609538.1754599999,50.0
1420,63.63636363636363,1.0,95079.0,60833.61768571427,608336.1768571427,50.0
338,9.523809523809518,1.0,23803.0,60351.14400000001,603511.4400000001,50.0
11,16.666666666666657,0.0,49073.0,60144.92670234977,601449.2670234976,50.0
585,13.333333333333329,9.0,132394.0,59884.80007321977,598848.0007321977,34.88676592898688
753,19.277108433734938,0.0,39558.0,59622.390309090915,596223.9030909091,50.0
54,0.0,0.0,7867.0,58755.04741462886,587550.4741462886,50.0
1239,15.384615384615387,6.0,31300.0,58691.06685142857,586910.6685142857,50.0
387,49.044585987261144,0.0,104200.0,58593.39081081082,585933.9081081082,50.0
418,50.0,1.0,86120.0,58501.08352941177,585010.8352941177,50.0
247,27.941176470588232,0.0,64560.0,58448.50780173914,584485.0780173914,50.0
352,58.59375,0.0,144900.0,58244.57982259292,582445.7982259291,42.38725031281119
1394,10.0,1.0,16351.0,58231.69816513761,582316.9816513761,50.0
951,53.125,6.0,103924.0,58225.93890586193,582259.3890586193,45.604919519012924
769,37.17948717948718,0.0,77263.0,58168.216586440685,581682.1658644069,50.0
901,51.282051282051285,0.0,107730.0,58025.62211164207,580256.2211164207,49.64383384959203
899,67.08860759493672,0.0,225014.0,57940.50751161412,579405.0751161412,32.0331379746605
876,20.0,0.0,55240.0,57646.64000000001,576466.4,50.0
1310,26.08695652173914,4.0,57274.0,57645.22165294119,576452.2165294118,50.0
1424,6.25,4.0,24103.0,57614.173838709685,576141.7383870968,50.0
1167,33.33333333333334,6.0,52748.0,57480.67150819671,574806.7150819671,50.0
173,39.75155279503105,0.0,90903.0,57239.685857142846,572396.8585714285,50.0
1278,37.17948717948718,0.0,79949.0,57145.01187272728,571450.1187272727,50.0
900,52.348993288590606,0.0,111623.0,57035.674264900226,570356.7426490022,48.32678378058047
1235,25.0,9.0,278369.0,56731.9466326512,567319.4663265119,19.446244911148412
743,4.761904761904773,1.0,12185.0,56236.34347826088,562363.4347826088,50.0
1083,48.12499999999999,0.0,100813.0,56230.02016097561,562300.2016097561,50.0
1026,30.555555555555557,4.0,88480.0,56111.609383333336,561116.0938333333,50.0
1105,0.0,2.0,33215.0,56058.190077881285,560581.9007788128,46.25965950175412
1349,0.0,5.0,7919.0,56043.6666923077,560436.666923077,50.0
1043,12.5,6.0,27889.0,56031.27514285714,560312.7514285714,50.0
1153,0.0,13.0,89456.0,55992.12293588169,559921.2293588169,42.1900650540875
867,21.42857142857143,9.0,65913.0,55247.51182795894,552475.1182795893,49.82067481846294
1125,0.0,8.0,271492.0,55128.78955102042,551287.8955102041,50.0
123,26.356589147286826,0.0,61204.0,54485.561671428586,544855.6167142858,50.0
1046,65.51724137931035,0.0,201350.0,54027.85599796726,540278.5599796725,32.93672267059164
254,50.0,1.0,254766.0,53932.756126901324,539327.5612690132,24.889018163510332
1271,0.0,9.0,20540.0,53895.079075247515,538950.7907524751,50.0
275,43.939393939393945,6.0,70832.0,53729.57526315789,537295.7526315788,50.0
908,43.55828220858896,0.0,91254.0,53404.124851376146,534041.2485137614,50.0
1202,17.85714285714286,6.0,16805.0,53179.8347478261,531798.347478261,50.0
33,14.285714285714292,4.0,38686.0,53020.556011489534,530205.5601148953,50.0
1380,65.88235294117646,0.0,204029.0,53003.53519554923,530035.3519554923,32.22595783231759
467,25.0,9.0,47439.0,52933.36829268292,529333.6829268292,50.0
1226,18.64406779661016,0.0,27995.0,52793.49980917431,527934.9980917431,50.0
957,55.4054054054054,0.0,111195.0,52568.90483005744,525689.0483005744,46.38969163307325
1236,43.85964912280702,6.0,61756.0,52483.25888035714,524832.5888035714,50.0
1100,50.0,4.0,174924.0,51969.687210475764,519696.8721047576,35.63130747903778
1031,47.53086419753087,0.0,93206.0,51952.44801,519524.4801,50.0
174,44.72049689440993,0.0,90900.0,51874.90415593221,518749.04155932204,50.0
751,23.4375,6.0,37485.0,51682.473257142854,516824.7325714285,50.0
942,30.434782608695656,4.0,57334.0,51662.16587244096,516621.6587244095,50.0
934,36.8421052631579,1.0,170607.0,51660.21242525007,516602.1242525007,32.15609776654338
62,15.384615384615387,4.0,42731.0,51510.54056091046,515105.40560910455,50.0
994,55.4140127388535,0.0,108392.0,51287.660146744274,512876.6014674427,46.41099388551791
297,35.71428571428571,0.0,66200.0,50950.03714285713,509500.3714285713,50.0
875,52.38095238095239,4.0,177708.0,50260.226788653934,502602.26788653934,34.51020108362861
1230,13.513513513513516,6.0,22524.0,50214.361165048555,502143.6116504855,50.0
1375,54.83870967741936,6.0,115288.0,50103.03707730407,501030.3707730407,39.40592524920033
1205,0.0,8.0,178270.0,50093.77184210527,500937.7184210527,50.0
156,20.0,9.0,43681.0,49682.12100000001,496821.21,50.0
823,10.526315789473685,9.0,35253.0,49625.36277000001,496253.62770000007,50.0
239,35.71428571428571,4.0,106440.0,49491.7605600277,494917.60560027696,46.41896792266834
1015,0.0,7.0,4607.0,49213.021315384605,492130.21315384604,50.0
747,23.94366197183099,0.0,30531.0,49163.985771428575,491639.8577142857,50.0
364,44.8051948051948,0.0,83800.0,48624.57,486245.69999999995,50.0
373,20.0,0.0,46484.0,48431.85000000001,484318.5000000001,50.0
889,58.74125874125874,0.0,126077.0,48350.17244721975,483501.7244721975,41.2430578433216
20,56.493506493506494,0.0,110272.0,48279.09880413831,482790.9880413831,44.48614653982065
1022,46.15384615384615,0.0,84346.0,48205.42685217391,482054.26852173905,50.0
347,39.735099337748345,0.0,75900.0,48188.262272727276,481882.62272727274,50.0
213,23.469387755102048,0.0,49662.0,48109.244173684216,481092.44173684216,50.0
426,54.32098765432099,0.0,101400.0,48030.55017673101,480305.5017673101,46.4375644103905
485,6.451612903225808,9.0,22000.0,47515.043000000005,475150.43000000005,50.0
587,100.0,13.0,53234.0,46776.21,467762.1,50.0
126,14.285714285714292,0.0,21539.0,46765.12727272727,467651.2727272727,50.0
90,38.095238095238095,4.0,59200.0,46719.10848623405,467191.0848623405,50.0
627,30.25210084033614,0.0,56637.0,46693.32692307692,466933.2692307692,50.0
109,31.66666666666667,0.0,56995.0,46250.98575789474,462509.8575789474,50.0
1338,22.535211267605632,0.0,31415.0,46024.73941176471,460247.3941176471,50.0
625,29.310344827586206,0.0,55516.0,45860.373900000006,458603.739,50.0
1383,58.064516129032256,0.0,105612.0,45751.3266687495,457513.26668749494,44.22452702025055
238,32.30769230769231,6.0,45017.0,45499.119463636365,454991.1946363636,50.0
337,14.81481481481481,1.0,22334.0,45407.32727272727,454073.27272727265,50.0
1421,25.51020408163265,0.0,47934.0,45176.57142857143,451765.71428571426,50.0
1223,38.46153846153846,6.0,52141.0,44851.6161,448516.16099999996,50.0
261,51.89873417721519,0.0,89770.0,44697.04690199952,446970.4690199952,47.68049422387802
644,50.0,1.0,261091.0,44665.69499087939,446656.9499087939,21.12185520861513
82,5.26315789473685,6.0,10743.0,44638.33540867049,446383.3540867049,50.0
104,33.846153846153854,6.0,45330.0,44581.80357247536,445818.0357247536,50.0
850,8.333333333333343,9.0,28590.0,44580.72283333333,445807.2283333333,50.0
481,60.256410256410255,0.0,104294.0,44326.48645746085,443264.8645746085,43.75441786263523
283,9.090909090909093,1.0,51920.0,44126.25384615385,441262.5384615385,50.0
593,39.28571428571429,0.0,66203.0,44103.218415384625,441032.18415384623,50.0
471,66.07142857142857,0.0,170000.0,43898.26450644344,438982.6450644344,32.09461425703765
355,68.26923076923077,0.0,182500.0,43856.92336721133,438569.2336721133,30.548331115138737
1351,26.86567164179104,6.0,40611.0,43617.78687446809,436177.86874468083,50.0
505,0.0,15.0,51622.0,43320.770869565225,433207.7086956522,50.0
1279,50.847457627118644,6.0,64743.0,43272.77356,432727.73559999996,50.0
438,21.05263157894737,9.0,36562.0,43241.79333333334,432417.9333333334,50.0
417,42.361111111111114,0.0,69600.0,42809.39000000001,428093.9,50.0
752,38.888888888888886,9.0,38671.0,42740.923299999995,427409.23299999995,50.0
693,47.692307692307686,6.0,57436.0,42512.545454545456,425125.45454545453,50.0
1227,47.74193548387097,0.0,76903.0,42466.36421666667,424663.6421666666,50.0
488,43.05555555555556,0.0,69600.0,42444.91142857143,424449.1142857143,50.0
490,58.38509316770186,0.0,98900.0,42273.48191972893,422734.8191972893,43.89430548639746
473,42.10526315789473,9.0,46007.0,42007.5288,420075.288,50.0
909,42.85714285714286,1.0,66121.0,41948.53136937143,419485.3136937142,49.82561021910176
584,64.34108527131784,0.0,137806.0,41881.64444199439,418816.44441994384,35.74376963275885
450,59.868421052631575,0.0,116872.0,41845.210063119936,418452.1006311993,39.589345796672276
292,11.111111111111114,9.0,33743.0,41623.04266666667,416230.42666666664,50.0
382,28.57142857142857,0.0,47984.0,41332.4957142857,413324.957142857,50.0
472,43.35664335664335,0.0,69400.0,41259.375384615385,412593.7538461538,50.0
457,49.358974358974365,0.0,79700.0,41086.501304372054,410865.0130437205,48.54807288064828
516,0.0,9.0,9000.0,41036.36129032259,410363.6129032259,50.0
47,50.0,11.0,31666.0,40971.740881195125,409717.40881195123,50.0
624,24.444444444444443,0.0,46204.0,40904.06718749999,409040.6718749999,50.0
1321,71.42857142857143,1.0,370024.0,40888.1983294636,408881.983294636,14.746051971291136
545,17.391304347826093,0.0,21903.0,40842.42566037737,408424.2566037736,50.0
999,60.40268456375839,0.0,113580.0,40695.79582562429,406957.9582562429,39.60655093517056
27,42.85714285714286,4.0,59200.0,40653.75787707369,406537.5787707368,50.0
1300,0.0,3.0,25609.0,40622.207960439555,406222.07960439555,50.0
1215,33.33333333333334,8.0,100328.0,40580.429470588235,405804.2947058823,50.0
1443,23.4567901234568,0.0,40311.0,40342.63888888889,403426.3888888889,50.0
52,60.8974358974359,0.0,106523.0,40335.24189493915,403352.41894939146,40.93534519796794
57,46.34146341463414,4.0,65359.0,40311.629740262055,403116.29740262055,50.0
234,70.37037037037038,0.0,179167.0,40148.94004459023,401489.40044590225,29.085693935912253
145,22.222222222222214,6.0,14219.0,39759.03735789473,397590.3735789473,50.0
1229,21.276595744680847,6.0,27646.0,39421.231732173925,394212.3173217392,50.0
614,63.63636363636363,4.0,185200.0,39362.669861150396,393626.69861150393,28.366984312761616
1274,25.0,6.0,17077.0,39359.16666666667,393591.6666666667,50.0
981,67.85714285714286,0.0,167055.0,39289.34039023115,392893.40390231146,30.09299753382255
1255,21.05263157894737,6.0,23702.0,39182.44387096774,391824.43870967743,50.0
3,20.370370370370367,0.0,23685.0,39095.187139888316,390951.8713988831,50.0
501,45.45454545454546,0.0,66404.0,39036.482926829274,390364.8292682927,50.0
996,50.63291139240506,0.0,77632.0,38886.555724680366,388865.55724680366,47.83049811242867
750,25.373134328358205,0.0,35990.0,38865.45185,388654.51849999995,50.0
39,55.0,6.0,64619.0,38826.72623291861,388267.26232918614,47.34428021697691
931,75.60975609756098,0.0,216050.0,38738.02377943106,387380.23779431055,24.709025566643696
326,22.727272727272734,1.0,45548.0,38664.450000000004,386644.5,50.0
1272,37.5,9.0,247471.0,38545.584663385016,385455.84663385013,15.576104621154943
32,42.42424242424242,6.0,48392.0,38317.883304433,383178.83304433,50.0
349,47.36842105263158,9.0,45098.0,38188.377692307695,381883.77692307695,50.0
863,15.625,9.0,19823.0,38137.727336842094,381377.2733684209,50.0
1417,22.857142857142847,4.0,40451.0,38078.87983636363,380788.7983636363,50.0
432,33.33333333333334,9.0,103200.0,38054.115670498635,380541.15670498635,30.40003590930307
979,19.04761904761905,1.0,52357.0,38017.69514444444,380176.9514444444,50.0
745,6.896551724137936,0.0,13512.0,37998.20968474576,379982.0968474576,50.0
155,46.26865671641791,6.0,51688.0,37983.55909090909,379835.5909090909,50.0
599,27.11864406779661,0.0,25996.0,37850.5,378505.0,50.0
918,40.31007751937985,0.0,60621.0,37707.273087500005,377072.730875,50.0
218,3.225806451612897,9.0,16411.0,37422.72,374227.2,50.0
595,75.40983606557377,0.0,270413.0,37359.79858027974,373597.98580279737,20.183599067584947
1228,62.5,6.0,162549.0,37216.06644888604,372160.6644888604,25.51810008945732
650,51.33333333333333,0.0,75228.0,37194.854067256376,371948.5406725637,47.50565867585284
1243,50.0,3.0,237704.0,36857.01797577455,368570.17975774547,11.66006948155883
390,29.82456140350878,6.0,34400.0,36756.001875,367560.01875,50.0
1242,26.31578947368422,6.0,23871.0,36500.56961954887,365005.6961954887,50.0
1038,50.0,13.0,9838.0,36420.305131578956,364203.0513157895,50.0
134,37.5,4.0,49589.0,36227.856,362278.56,50.0
1020,19.230769230769226,1.0,22101.0,36114.002766666665,361140.02766666666,50.0
461,47.55244755244755,0.0,69400.0,35889.74090939197,358897.4090939197,48.62687422973718
958,66.66666666666667,1.0,234819.0,35829.790923921995,358297.90923921997,19.279223932129856
1320,17.64705882352942,1.0,34565.0,35795.873213793115,357958.7321379311,50.0
181,65.625,0.0,148829.0,35767.22926136897,357672.2926136897,30.549427452275363
12,15.625,4.0,37100.0,35736.225892490766,357362.25892490766,50.0
439,61.40350877192983,6.0,62205.0,35171.64693755618,351716.46937556175,45.83158989780928
199,0.0,8.0,405083.0,35147.091,351470.91,50.0
306,35.51401869158879,0.0,51500.0,35145.42206896552,351454.22068965517,50.0
1311,46.51162790697675,4.0,66794.0,35121.21295082738,351212.1295082738,49.48702634692601
177,44.99999999999999,1.0,167066.0,35028.76739144488,350287.6739144488,24.709764907604107
1427,71.42857142857143,0.0,180625.0,34916.147204762805,349161.472047628,26.134740565038257
1082,53.84615384615385,6.0,57394.0,34905.390809652454,349053.90809652454,47.646049256638605
459,16.666666666666657,1.0,36744.0,34883.17695652174,348831.7695652174,50.0
433,33.33333333333334,1.0,23055.0,34880.912142857145,348809.1214285714,50.0
554,38.888888888888886,1.0,26187.0,34691.79,346917.89999999997,50.0
949,47.22222222222222,4.0,86786.0,34546.43492994943,345464.3492994943,42.583798032107886
1128,56.25,6.0,58703.0,34350.71122933243,343507.1122933243,46.68493761556853
442,54.16666666666667,0.0,70800.0,34073.67928397476,340736.79283974756,46.83331308645663
612,55.128205128205124,0.0,77055.0,34028.14456047552,340281.4456047552,44.699121338444826
452,67.19999999999999,0.0,155100.0,33980.594962082476,339805.9496208248,28.62261570109973
1296,5.555555555555557,6.0,8836.0,33903.30643829787,339033.06438297866,50.0
559,34.375,0.0,48994.0,33729.25692307692,337292.56923076924,50.0
864,9.090909090909093,9.0,16584.0,33563.5896,335635.89599999995,50.0
1233,33.33333333333334,0.0,43143.0,33512.417557377055,335124.17557377054,50.0
1307,51.21951219512195,4.0,66013.0,33498.35724024189,334983.5724024189,48.59869187278071
675,50.0,5.0,3853.0,33353.700000000004,333537.00000000006,50.0
781,52.631578947368425,4.0,128044.0,33319.05218157467,333190.5218157467,32.652237450995955
778,70.0,1.0,108339.0,33139.9834160739,331399.834160739,32.377931245803666
1277,43.07692307692308,6.0,45240.0,33043.772527272726,330437.72527272726,50.0
1265,50.0,2.0,35605.0,33019.166031847475,330191.66031847475,32.11089428419506
868,50.0,9.0,60000.0,32985.697292231955,329856.97292231955,39.438158905899456
509,0.0,7.0,10578.0,32969.574,329695.74,50.0
851,11.764705882352942,9.0,16682.0,32702.242819354855,327022.4281935485,50.0
248,26.41509433962264,0.0,24643.0,32531.296599999998,325312.96599999996,50.0
330,50.35971223021583,0.0,65000.0,32294.614909326414,322946.14909326413,47.62702808089054
491,52.77777777777778,0.0,66600.0,32154.962176325214,321549.62176325213,46.91290030041932
440,35.0,9.0,35033.0,32125.887096774197,321258.87096774194,50.0
997,37.5,6.0,38173.0,31850.69685981308,318506.9685981308,50.0
668,30.434782608695656,1.0,47275.0,31714.120000000003,317141.2,50.0
210,55.94405594405594,0.0,71248.0,31610.228375523002,316102.28375523,44.81398135537217
977,11.111111111111114,6.0,8837.0,31498.457142857143,314984.5714285714,50.0
105,42.00000000000001,0.0,50623.0,31210.35406451613,312103.5406451613,50.0
553,33.33333333333334,0.0,37800.0,31193.63,311936.3,50.0
392,45.04504504504504,0.0,53000.0,31124.971578947363,311249.7157894736,50.0
374,66.66666666666667,4.0,350000.0,31082.0497599558,310820.497599558,14.197108424240511
58,53.84615384615385,4.0,83379.0,31061.405154133718,310614.05154133716,40.971537177849335
1079,10.34482758620689,0.0,14185.0,30656.199944444452,306561.9994444445,50.0
1042,32.69230769230769,6.0,29547.0,30300.54548275862,303005.4548275862,50.0
479,50.0,9.0,43955.0,30243.347367000344,302433.4736700034,44.90398624110533
1270,26.923076923076934,1.0,18551.0,30240.86376699029,302408.6376699029,50.0
1234,34.44444444444444,0.0,46037.0,30195.55471698114,301955.5471698114,50.0
1266,3.225806451612897,9.0,13469.0,30151.96553465347,301519.6553465347,50.0
1057,31.034482758620683,0.0,26372.0,30125.04810810811,301250.4810810811,50.0
1124,68.42105263157895,4.0,153299.0,30092.005810307048,300920.0581030705,26.77942818771186
129,48.14814814814815,4.0,102957.0,29498.97765203641,294989.7765203641,34.803960535418426
1006,23.91304347826086,6.0,26948.0,29338.288623529414,293382.8862352941,50.0
85,25.0,4.0,37241.0,29234.79274631921,292347.9274631921,50.0
67,12.5,4.0,24456.0,29197.89215579544,291978.9215579544,50.0
1120,100.0,12.0,70040.0,29009.178000000004,290091.78,50.0
204,39.13043478260869,4.0,30949.0,28573.706841666673,285737.0684166667,50.0
66,31.25,4.0,37241.0,28546.957098473373,285469.5709847337,50.0
746,33.33333333333334,6.0,17879.0,28534.703550000002,285347.0355,50.0
600,40.0,0.0,44182.0,28440.800384210524,284408.0038421052,50.0
157,0.0,6.0,5258.0,28251.218999999997,282512.18999999994,50.0
149,58.82352941176471,6.0,81881.0,27744.189509559015,277441.89509559015,33.64466324540735
185,61.53846153846153,0.0,84300.0,27718.094767018712,277180.9476701871,37.57094245894046
77,18.75,4.0,24456.0,27712.26271427734,277122.6271427734,50.0
294,14.81481481481481,1.0,14913.0,27601.3712195122,276013.712195122,50.0
1305,37.142857142857146,4.0,37803.0,27444.68167764707,274446.8167764707,50.0
484,20.0,9.0,18000.0,27443.503199999996,274435.03199999995,50.0
100,25.0,4.0,24456.0,27276.698897150265,272766.98897150264,50.0
806,50.0,7.0,28693.0,27192.49854,271924.9854,50.0
266,33.80281690140845,0.0,30543.0,26918.69785714286,269186.97857142857,50.0
826,25.0,9.0,19446.0,26886.9804,268869.804,50.0
578,53.48837209302326,4.0,71994.0,26829.89162643303,268298.91626433027,40.98034717733388
895,50.0,0.0,55087.0,26389.75066543713,263897.5066543713,46.71868500630527
49,31.25,4.0,24456.0,26249.469381664705,262494.69381664705,50.0
368,0.0,11.0,16500.0,26096.376923076925,260963.76923076925,50.0
34,41.02564102564102,4.0,42731.0,26005.12268084296,260051.22680842958,50.0
277,11.111111111111114,0.0,12761.0,25763.0005018868,257630.005018868,50.0
1044,68.50393700787401,0.0,150673.0,25468.759893817933,254687.59893817932,23.6283770922826
128,57.142857142857146,4.0,102774.0,25436.921439673428,254369.21439673426,31.56053034817144
967,66.66666666666667,1.0,119262.0,25339.98956625044,253399.89566250436,24.957661162822028
563,40.38461538461539,6.0,31346.0,25185.12882352941,251851.28823529408,50.0
664,29.166666666666657,1.0,49492.0,25133.376735257247,251333.76735257247,44.28639203271009
435,36.0,6.0,29916.0,25047.19024390244,250471.9024390244,50.0
92,26.31578947368422,6.0,10779.0,24914.22514437053,249142.2514437053,50.0
389,52.10084033613445,0.0,57165.0,24691.775150063764,246917.75150063762,44.152503029233614
524,26.66666666666667,9.0,134114.0,24613.416511579813,246134.16511579813,17.8571010215758
965,46.34146341463414,4.0,45086.0,24606.287889473682,246062.87889473682,50.0
779,57.69230769230769,4.0,113000.0,24461.732763508408,244617.32763508405,28.74114103967113
1335,28.57142857142857,9.0,136817.0,24418.90392407512,244189.03924075118,17.451688134359394
1014,50.0,6.0,43094.0,24342.999766260866,243429.99766260863,45.80814633432806
59,62.5,1.0,81337.0,24304.649034918923,243046.4903491892,31.86753569212904
762,50.877192982456144,0.0,53651.0,24266.843622252614,242668.43622252613,45.29167593263671
969,77.65957446808511,0.0,193723.0,24213.11591731557,242131.15917315567,18.617802463941675
0,5.882352941176478,0.0,7432.0,23978.524489401836,239785.24489401834,50.0
447,33.33333333333334,9.0,21472.0,23923.967441860474,239239.67441860473,50.0
632,43.75,0.0,41297.0,23852.020000000004,238520.2,50.0
723,73.33333333333333,0.0,160038.0,23714.25388328892,237142.53883288917,21.335183934439517
1138,42.85714285714286,0.0,39988.0,23611.1565,236111.565,50.0
305,18.75,6.0,8637.0,23532.587368421053,235325.87368421053,50.0
502,5.555555555555557,9.0,6010.0,23222.87230769231,232228.72307692308,50.0
273,64.58333333333333,6.0,140345.0,23084.605135061174,230846.05135061173,19.75200254682679
216,70.54263565891472,0.0,137065.0,22930.93581168193,229309.3581168193,23.442852774895208
991,54.16666666666667,0.0,57811.0,22908.3117343549,229083.11734354898,42.03875345410936
1364,50.0,14.0,74922.0,22861.816644124643,228618.1664412464,9.800561494165859
112,35.61643835616438,0.0,32206.0,22821.061016129035,228210.61016129033,50.0
1231,17.241379310344826,0.0,13220.0,22812.22911081081,228122.2911081081,50.0
1002,55.0,1.0,161969.0,22770.19968337737,227701.99683377368,18.036375650784827
1237,50.74626865671642,6.0,42755.0,22671.31547695976,226713.15476959758,44.24277644597586
1027,38.70967741935484,4.0,35465.0,22640.14666046512,226401.46660465118,50.0
61,51.42857142857143,4.0,38686.0,22626.20979290362,226262.0979290362,50.0
550,22.58064516129032,9.0,16000.0,22427.0956097561,224270.956097561,50.0
907,36.36363636363637,1.0,44564.0,22420.915075054767,224209.15075054765,44.05661287249433
1173,50.0,5.0,13091.0,22420.131636363636,224201.31636363635,50.0
920,65.60509554140128,0.0,85623.0,22341.3381116107,223413.381116107,32.32187614992096
93,44.26229508196722,6.0,33370.0,22305.776371278916,223057.76371278914,50.0
437,5.882352941176478,1.0,11651.0,22241.48896551724,222414.8896551724,50.0
441,0.0,9.0,3267.0,22038.700000000004,220387.00000000003,50.0
496,29.032258064516128,9.0,16200.0,21867.713142857145,218677.13142857145,50.0
40,47.36842105263158,1.0,26944.0,21831.034153696408,218310.34153696406,50.0
117,19.354838709677423,0.0,15489.0,21728.815379220785,217288.15379220783,50.0
6,41.17647058823529,4.0,27926.0,21706.32748313991,217063.2748313991,50.0
1356,65.6441717791411,0.0,91253.0,21687.77196866558,216877.7196866558,30.313979941273427
380,65.40880503144655,0.0,95100.0,21680.302040414485,216803.02040414483,29.441678327506605
682,50.0,1.0,64153.0,21676.771556932836,216767.71556932834,34.59335495502529
141,50.76923076923077,6.0,44789.0,21623.057290130786,216230.57290130784,41.942565847815125
915,84.70588235294117,0.0,205141.0,21448.28326490475,214482.8326490475,16.062887062483902
533,0.0,4.0,11900.0,21368.465806451615,213684.65806451614,50.0
410,58.64661654135339,0.0,64113.0,21280.41760970255,212804.17609702545,37.79253702097669
992,65.67164179104478,6.0,51483.0,21044.30851866759,210443.0851866759,37.952832750210256
1025,62.264150943396224,4.0,52034.0,20909.614695730124,209096.14695730124,42.81507682336565
151,46.0,6.0,30495.0,20871.988235294117,208719.88235294115,50.0
887,61.36363636363637,4.0,69754.0,20839.665663865744,208396.65663865744,35.75926054882094
684,68.29268292682927,6.0,152471.0,20766.519950931717,207665.19950931717,16.930490646583852
19,45.16129032258065,6.0,18717.0,20763.792094104778,207637.92094104775,50.0
180,32.075471698113205,0.0,24586.0,20630.670455696214,206306.70455696213,50.0
56,65.0,4.0,60088.0,20597.503364875403,205975.033648754,38.975266483912776
1103,66.66666666666667,7.0,23903.0,20495.87211428571,204958.7211428571,50.0
26,34.78260869565217,6.0,26953.0,20477.852442592288,204778.52442592286,50.0
388,38.095238095238095,9.0,30810.0,20445.82600273011,204458.2600273011,44.0108627436272
570,80.85106382978724,0.0,193202.0,20437.39766965029,204373.97669650288,16.221032407491247
542,60.41666666666667,0.0,66900.0,20293.882107480953,202938.82107480953,35.70059633680422
296,48.38709677419355,9.0,22000.0,20267.53161290323,202675.31612903226,50.0
935,28.57142857142857,6.0,16135.0,20043.417864000003,200434.17864,50.0
478,61.53846153846153,4.0,31283.0,19947.98,199479.8,50.0
1178,69.56521739130434,0.0,133072.0,19811.264018254053,198112.64018254052,21.414092889345962
884,44.99999999999999,0.0,38598.0,19792.004914233552,197920.0491423355,48.41488481955369
1325,61.904761904761905,1.0,155177.0,19781.848089167175,197818.48089167173,16.634796904772482
148,68.75,6.0,174601.0,19659.273610502365,196592.73610502365,14.419408571810092
995,46.666666666666664,0.0,46230.0,19605.034938092576,196050.34938092576,43.70001105317041
494,62.06896551724138,0.0,72800.0,19533.35098935467,195333.5098935467,32.935668586044116
654,52.4390243902439,0.0,43910.0,19526.083424070384,195260.83424070384,44.87074823258059
1093,57.35294117647059,6.0,47578.0,19510.52043266712,195105.2043266712,38.02833225992256
