building_id,efficiency_score,energy_intensity,annual_consumption_kwh,square_feet,primary_use
1042,32.69230769230769,20.51006564643356,606010.9096551724,29547,6
469,33.33333333333334,16.721733130674775,218118.28695652177,13044,9
1012,33.33333333333334,13.400959042545185,309722.96539130434,23112,0
962,33.33333333333334,7.901026807937843,3894400.3115789467,492898,9
1436,33.33333333333334,119.18509805183314,1347029.978181818,11302,5
807,33.33333333333334,43.1879856969697,129563.95709090908,3000,1
159,33.33333333333334,9.15191700412379,89578.96363636365,9788,0
22,33.33333333333334,22.20834969195808,79261.60005059838,3569,0
369,33.33333333333334,20.022122013165394,128762.26666666665,6431,9
1233,33.33333333333334,15.535506365981528,670248.3511475411,43143,0
553,33.33333333333334,16.504566137566137,623872.6,37800,0
746,33.33333333333334,31.919798143072878,570694.071,17879,6
43,33.33333333333334,10.383322440882372,613353.2399053626,59071,11
1241,33.33333333333334,20.037205170978304,3890984.797741935,194188,3
1167,33.33333333333334,21.794445858874916,1149613.4301639341,52748,6
406,33.33333333333334,52.81282264032472,123951.69473684211,2347,1
376,33.33333333333334,11.175208446239523,6548169.26511628,585955,6
1215,33.33333333333334,8.089552163022931,811608.5894117646,100328,8
1343,33.33333333333334,15.880790665579516,1752921.673666667,110380,6
335,33.33333333333334,15.02625305676856,3441011.95,229000,6
1018,33.33333333333334,17.132211323743068,3200982.363728155,186840,0
433,33.33333333333334,30.25886978343712,697618.2428571428,23055,1
892,33.33333333333334,2.451758957702523,1181745.3658536584,481999,12
835,33.33333333333334,22.34965298570227,384861.0244137931,17220,1
1059,33.33333333333334,16.760852036707025,1947376.3547368422,116186,1
676,33.33333333333334,19.88498847811945,1803508.7999999998,90697,5
1147,33.33333333333334,10.63331484206951,2493257.1309090904,234476,1
432,33.33333333333334,12.129638004895961,1251778.6421052632,103200,9
447,33.33333333333334,22.28387429383427,478479.34883720946,21472,9
1210,33.33333333333334,19.790572695218295,1830627.9743076921,92500,6
24,33.54838709677419,16.387899909511134,1729660.8959493525,105545,0
1169,33.599999999999994,19.551188088337923,3039017.125263158,155439,0
350,33.76623376623377,16.006114899420393,1341312.4285714289,83800,0
266,33.80281690140845,17.62675431826792,538373.9571428571,30543,0
104,33.846153846153854,19.6698890679353,891636.0714495071,45330,6
1347,34.14634146341463,15.48331304192378,4990906.609246753,322341,0
559,34.375,13.768729608963108,674585.1384615385,48994,0
1234,34.44444444444444,13.11795065576868,603911.0943396228,46037,0
1176,34.61538461538461,17.889333406494817,2552306.9757714286,142672,0
26,34.78260869565217,15.195230543978248,409557.0488518457,26953,6
500,34.81012658227847,16.222757689422355,1621870.2,99975,0
276,34.848484848484844,19.719756221022507,1396888.3714285714,70837,6
1312,34.883720930232556,16.779408774339625,1258455.6580754719,75000,4
440,35.0,18.340357432577395,642517.7419354839,35033,9
344,35.031847133757964,16.125493748609568,1249725.7655172416,77500,0
1000,35.294117647058826,16.47306764367235,1995646.2527603307,121146,0
1041,35.294117647058826,9.04845955078513,73048.21395348836,8073,0
306,35.51401869158879,13.648707599598259,702908.4413793103,51500,0
555,35.55555555555556,13.099470779220777,293428.1454545454,22400,0
112,35.61643835616438,14.17193132716204,456421.22032258066,32206,0
297,35.71428571428571,15.392760466119979,1019000.7428571426,66200,0
239,35.71428571428571,10.016881985343854,1066196.9185199998,106440,4
435,36.0,16.74501286529111,500943.8048780488,29916,6
1152,36.065573770491795,15.41330173484326,1831994.2176000003,118858,6
1180,36.07594936708861,15.934729171482003,1516699.392,95182,0
520,36.170212765957444,13.817252587991717,381356.1714285714,27600,6
1023,36.25000000000001,14.329842911703192,1260682.26,87976,0
1324,36.36363636363637,15.479237283784114,1310905.647089109,84688,1
454,36.36363636363637,22.2267218373836,368430.14117647056,16576,9
1186,36.36363636363637,9.554739648988773,1500762.9566666665,157070,4
907,36.36363636363637,11.419788565369325,508911.4576271186,44564,1
528,36.66666666666667,14.599114702964656,162677.93513513517,11143,9
195,36.8421052631579,13.451376057365286,130518.70188461537,9703,6
812,36.8421052631579,19.39432424954518,191887.44412499998,9894,1
1250,36.8421052631579,13.910424702441208,3229152.0799999996,232139,0
934,36.8421052631579,9.416640723706337,1606544.823949367,170607,1
386,37.03703703703704,20.327309263121307,350890.0125,17262,1
1305,37.142857142857146,14.519843228128492,548893.6335529414,37803,4
29,37.16216216216216,15.980249519058754,1819607.0917371442,113866,0
769,37.17948717948718,15.057198552072968,1163364.3317288137,77263,0
1278,37.17948717948718,14.29536626417523,1142900.2374545455,79949,0
1162,37.31343283582089,19.505397771649445,1423074.8106240002,72958,6
106,37.5,9.209851054627384,49493.739567567565,5374,0
997,37.5,16.687552385095792,637013.9371962616,38173,6
321,37.5,21.815793727229018,347154.7255813954,15913,9
1445,37.5,11.269735923685436,48437.325000000004,4298,0
825,37.5,14.590494470470775,52409.056137931024,3592,9
476,37.5,23.016732041449565,25364.43870967742,1102,1
527,37.5,15.434281381144308,144958.77073170734,9392,9
1272,37.5,9.999803560183233,2474661.386842105,247471,9
134,37.5,14.611246849099599,724557.12,49589,4
1040,37.93103448275862,14.867387968419884,1887563.5764705883,126960,6
388,38.095238095238095,15.078324313308123,464563.17209302326,30810,9
90,38.095238095238095,15.783482596700692,934382.169724681,59200,4
911,38.1578947368421,13.462540312029466,3226136.235294117,239638,0
1223,38.46153846153846,17.203972344220478,897032.3219999999,52141,6
1027,38.70967741935484,12.767599977704846,452802.93320930237,35465,4
565,38.70967741935484,6.144460394101527,94170.0,15326,0
370,38.70967741935484,18.35710044341623,292979.323076923,15960,1
622,38.775510204081634,15.122353522605925,1869304.3636363635,123612,0
833,38.888888888888886,19.981351689612012,127720.79999999999,6392,9
554,38.888888888888886,26.495429029671207,693835.7999999999,26187,1
946,38.888888888888886,15.823721952255491,2804216.7094909092,177216,0
95,38.888888888888886,9.380715674899513,1884895.342704584,200933,4
752,38.888888888888886,22.10489684776706,854818.4659999999,38671,9
229,38.93129770992366,15.971129421445127,2237427.462909091,140092,0
964,38.970588235294116,15.6605575110291,2044908.6181176468,130577,0
1363,39.02439024390244,14.787282377481416,2335399.8677227725,157933,6
1117,39.0625,14.873979972804742,1657318.3444897956,111424,6
204,39.13043478260869,18.465027523775678,571474.1368333334,30949,4
593,39.28571428571429,13.323631380869333,882064.3683076925,66203,0
347,39.735099337748345,12.697829320876751,963765.2454545455,75900,0
173,39.75155279503105,12.593574658073518,1144793.717142857,90903,0
48,40.0,15.276237068964319,146178.31251291957,9569,7
898,40.0,9.733203141447861,630215.1702056075,64749,9
913,40.0,7.945176444066066,4001460.993230769,503634,1
71,40.0,1.011911771375552,392255.45523247623,387638,8
348,40.0,15.300017384037794,161828.28387096775,10577,9
1054,40.0,14.362448133152517,2944273.1424,204998,0
600,40.0,12.874383406912553,568816.0076842104,44182,0
940,40.0,3.9639720550263817,32024.930232558138,8079,4
820,40.0,34.81393548387098,22559.430193548393,648,1
626,40.0,9.905318878278191,1293446.4444444445,130581,9
918,40.31007751937985,12.440333576648356,754145.46175,60621,0
563,40.38461538461539,16.069118116205836,503702.57647058816,31346,6
327,40.625,13.784702649863323,1369165.5906976745,99325,0
251,40.74074074074075,8.308892641844963,106129.48571428572,12773,0
914,40.789473684210535,12.960966640764768,2980672.381276596,229973,0
1129,40.816326530612244,14.257808594182675,1897714.3238857142,133100,6
1390,40.90909090909091,16.735048311843006,1566534.402375,93608,1
798,40.90909090909091,16.208515382809978,6629736.629999999,409028,0
34,41.02564102564102,12.171548843155067,520102.45361685916,42731,4
6,41.17647058823529,15.545604442555259,434126.5496627982,27926,4
5,41.17647058823529,7.496272974425916,59970.18379540733,8000,0
396,41.17647058823529,18.544128770247628,310947.9512195122,16768,9
813,41.17647058823529,18.587132930728238,104645.55839999998,5630,9
685,41.17647058823529,12.550433543289259,3389043.7714285715,270034,6
220,41.333333333333336,14.913538487079085,1828280.5102079993,122592,0
966,41.379310344827594,13.23694955347185,5209136.7577777775,393530,0
894,41.61490683229814,13.860190287188077,1407571.6246153852,101555,0
843,41.666666666666664,18.332381837493358,98628.21428571428,5380,1
832,41.666666666666664,13.843801047407718,366957.6343636364,26507,9
529,41.93548387096774,15.658023703688007,227338.84615384619,14519,9
105,42.00000000000001,12.330503551554088,624207.0812903226,50623,0
473,42.10526315789473,18.261364053296237,840150.576,46007,9
158,42.10526315789473,11.990747762351116,121526.22857142857,10135,6
324,42.10526315789473,17.795562064319604,211945.1441860465,11910,1
1366,42.1875,15.748022497975013,1385463.7753043477,87977,6
1135,42.1875,15.61328019412668,2348128.048235294,150393,0
483,42.352941176470594,13.941645797101447,2885920.6799999997,207000,0
417,42.361111111111114,12.301548850574713,856187.8,69600,0
1433,42.3728813559322,12.951142745233689,363719.8928571429,28084,0
32,42.42424242424242,15.836453671860225,766357.66608866,48392,6
147,42.42424242424242,15.409622139507839,1272033.488372093,82548,6
1009,42.553191489361694,12.323122773830889,269777.80376470584,21892,0
971,42.85714285714286,7.5323475517851035,2269549.043785714,301307,4
909,42.85714285714286,12.732823566295533,841907.027027027,66121,1
27,42.85714285714286,13.734377661173541,813075.1575414736,59200,4
1138,42.85714285714286,11.80912098629589,472223.13,39988,0
488,43.05555555555556,12.196813628899836,848898.2285714286,69600,0
1277,43.07692307692308,14.608210666345148,660875.4505454545,45240,6
472,43.35664335664335,11.89030990911106,825187.5076923076,69400,0
1064,43.38235294117647,13.873144670163846,1820323.0584615385,131212,0
908,43.55828220858896,11.704500592056489,1068082.497027523,91254,0
923,43.63636363636364,11.045097405817746,276039.0743661971,24992,0
632,43.75,11.55145410078214,477040.4,41297,0
950,43.75,14.311674557687516,229731.0,16052,1
1236,43.85964912280702,16.9969748300917,1049665.1776071428,61756,6
1144,43.90243902439024,14.61231783493142,2225631.3540740744,152312,6
275,43.939393939393945,15.170989175276114,1074591.5052631577,70832,6
1428,44.067796610169495,12.34234793062874,350917.63636363635,28432,0
961,44.26229508196722,15.519526016015776,2419214.754428571,155882,0
93,44.26229508196722,13.36876018656213,446115.5274255783,33370,6
810,44.44444444444444,14.407543560065395,53725.72993548386,3729,1
775,44.44444444444444,13.99243427206687,1460180.4784615382,104355,6
98,44.44444444444444,9.132580870003375,1835036.8719523882,200933,4
174,44.72049689440993,11.413620276332718,1037498.0831186441,90900,0
364,44.8051948051948,11.604909307875895,972491.3999999999,83800,0
367,44.827586206896555,18.488365356587643,380564.5125,20584,1
1348,44.85294117647059,13.828265936414981,1815250.297739131,131271,0
1099,44.99999999999999,12.553724537146662,4178934.0388235296,332884,0
884,44.99999999999999,10.591222343126587,408800.0,38598,0
177,44.99999999999999,8.485318870936055,1417608.282491803,167066,1
392,45.04504504504504,11.745272293942401,622499.4315789472,53000,0
582,45.16129032258065,4.331290872988585,62985.631875,14542,0
19,45.16129032258065,22.187094186146044,415275.8418820955,18717,6
696,45.238095238095234,4.8017411631937446,91429.95348837209,19041,0
501,45.45454545454546,11.757268516001828,780729.6585365854,66404,0
567,45.45454545454546,15.281493184207834,1263321.0415384616,82670,1
1029,45.52845528455285,14.04512720023427,2142710.56054054,152559,0
588,45.652173913043484,8.895964933264851,194519.16923076924,21866,0
9,45.652173913043484,11.349405209954192,306433.9406687632,27000,6
1119,45.90163934426229,13.627218403300166,1628575.2441599995,119509,6
151,46.0,13.68879372703336,417439.7647058823,30495,6
1319,46.15384615384615,9.952437344020863,2860519.5889811325,287419,1
1022,46.15384615384615,11.430400221035711,964108.5370434781,84346,0
155,46.26865671641791,14.697244656751698,759671.1818181818,51688,6
965,46.34146341463414,10.915267661568416,492125.75778947363,45086,4
57,46.34146341463414,12.33544874929606,806232.5948052411,65359,4
366,46.42857142857143,14.31227515066163,142278.32727272727,9941,9
952,46.42857142857143,12.307302039602762,2683287.2198823527,218024,0
1311,46.51162790697675,10.625287647045754,709705.4630967741,66794,4
1095,46.57534246575342,10.392239098084888,335212.0643478261,32256,0
995,46.666666666666664,9.704254560118663,448627.68831428577,46230,0
1032,46.808510638297875,11.81287475350328,1507700.8305391306,127632,0
513,47.05882352941176,9.74680114289138,1094400.0727272728,112283,9
308,47.05882352941176,14.915757997218357,75071.01,5033,9
221,47.05882352941176,13.107435999355308,2678491.439032258,204349,0
289,47.05882352941176,14.51285871174139,140281.2923076923,9666,1
949,47.22222222222222,9.347794813590992,811257.7206923078,86786,4
152,47.36842105263158,11.851365627932562,122080.91733333333,10301,6
349,47.36842105263158,16.9357300511365,763767.5538461539,45098,9
40,47.36842105263158,16.20474625422833,436620.6830739281,26944,1
742,47.36842105263158,10.522605171384585,334923.99999999994,31829,1
988,47.5,12.01099619834035,293825.0,24463,6
1031,47.53086419753087,11.147876319121087,1039048.9602,93206,0
461,47.55244755244755,10.63492665241238,738063.9096774192,69400,0
693,47.692307692307686,14.803449214619908,850250.9090909091,57436,6
1227,47.74193548387097,11.044137216146746,849327.2843333333,76903,0
1316,47.82608695652174,8.5394787055066,426760.44830769236,49975,1
824,47.82608695652174,16.453005115089514,128662.5,7820,9
246,48.0,12.326876057805737,2495391.1547619044,202435,6
1083,48.12499999999999,11.155311350912205,1124600.4032195122,100813,0
129,48.14814814814815,8.232323303367695,847575.3103448277,102957,4
17,48.14814814814815,21.906099380581118,334068.01555386203,15250,6
498,48.14814814814815,14.062509095809189,208715.75999999998,14842,1
161,48.14814814814815,6.419307636703699,72724.33621621621,11329,0
839,48.14814814814815,21.825481456444923,308830.56260869565,14150,6
296,48.38709677419355,18.425028739002933,405350.6322580645,22000,9
407,48.78048780487805,12.244074305812777,3981981.113513514,325217,0
387,49.044585987261144,11.24633220936868,1171867.8162162164,104200,0
776,49.20634920634921,13.22946463374007,1384688.374819672,104667,6
457,49.358974358974365,10.61863869947084,846305.5043478259,79700,0
1140,49.59349593495935,13.268841111686255,2076348.0636800004,156483,0
1116,50.0,126.83132524456965,1481516.710181818,11681,12
1145,50.0,234.13378383145826,8241743.324651162,35201,5
819,50.0,17.91894736842105,113803.2347368421,6351,9
818,50.0,14.564636622807017,53131.7944,3648,9
806,50.0,18.95409928554003,543849.9708,28693,7
46,50.0,2.1788482893775063,19707.682777419544,9045,11
809,50.0,7.978506923076923,4148.8236,520,1
1104,50.0,5.476413923461719,1093760.3416216213,199722,9
1425,50.0,1292.9181403422583,5263469.749333333,4071,14
861,50.0,20.641639297559315,88263.64963636364,4276,7
1364,50.0,31.135110915351962,2332704.78,74922,14
858,50.0,32.75522120051085,51294.6764,1566,7
1100,50.0,8.338135418810454,1458540.0,174924,4
1014,50.0,12.331462016843323,531412.0241538462,43094,6
552,50.0,14.252012468011305,286607.97073170735,20110,9
821,50.0,6.811089400921659,17402.33341935484,2555,7
556,50.0,22.984917264957268,10343212.76923077,450000,3
1213,50.0,3.557884041505004,140408.33581395348,39464,15
504,50.0,13.642012613106663,1535217.5314285716,112536,15
566,50.0,2.8987800308800824,5826.5478620689655,2010,0
1172,50.0,34.01675373940827,2171867.676,63847,5
512,50.0,10.291981395348836,51459.90697674418,5000,4
254,50.0,8.505569185841123,2166929.8392,254766,1
451,50.0,15.201952817411572,76207.3894736842,5013,1
1209,50.0,18.240787111484057,2112064.258064516,115788,3
1034,50.0,17.178279079507643,67115.53636363636,3907,11
671,50.0,2.9517158293018095,22400.57142857143,7589,4
1038,50.0,74.04005922256343,728406.102631579,9838,13
1073,50.0,11.012929610900427,2137730.7797014927,194111,6
1097,50.0,13.288525534888057,2093540.755393939,157545,6
166,50.0,4.156385966937023,2299354.280769231,553210,4
788,50.0,6.2109554420608815,2495269.9817142854,401753,9
644,50.0,8.099349373852107,2114667.2273684205,261091,1
1243,50.0,13.297884794305654,3160960.407145631,237704,3
44,50.0,82.67156472330389,23396.052816695,283,11
89,50.0,21.531704829160056,3482860.9146407847,161755,11
1265,50.0,28.88036709263681,1028285.4703333336,35605,2
1353,50.0,1.5983610701160782,35485.214117647054,22201,10
938,50.0,4.557438642234224,51166.36363636364,11227,4
431,50.0,111.61453812316715,196441.5870967742,1760,8
829,50.0,8.94406251587979,142022.76868965517,15879,15
42,50.0,14.015116478574212,3174507.9730959306,226506,7
682,50.0,9.767534356599805,626616.6315789473,64153,1
698,50.0,4.662634445689183,64992.461538461524,13939,0
365,50.0,13.501124994966915,11065211.52,819577,3
865,50.0,14.19335631265972,144403.207125,10174,9
868,50.0,13.93983991111111,836390.3946666665,60000,9
675,50.0,173.13106670127178,667074.0000000001,3853,5
383,50.0,13.099550061184148,357853.50857142854,27318,15
538,50.0,4.438035,44380.35,10000,10
541,50.0,6.646713142266979,17161.81333333334,2582,4
1269,50.0,27.78331307676682,1566645.4577727274,56388,3
984,50.0,2.027664204353337,434431.1111111111,214252,12
288,50.0,13.055822738707299,140128.14545454545,10733,1
597,50.0,6.827679752266969,1293333.2370731707,189425,9
1247,50.0,44.00991517208635,3075236.832564706,69876,2
47,50.0,25.877433765676198,819434.8176239025,31666,11
535,50.0,22.624525,339367.875,15000,3
621,50.0,367.8725217054263,142366.6659,387,8
99,50.0,15.135751763998748,34206.79898663717,2260,6
539,50.0,39.235641547861505,57794.1,1473,1
425,50.0,5.976467055320671,1212200.8363636364,202829,15
418,50.0,13.585946012404033,1170021.6705882354,86120,1
186,50.0,10.97446777163904,17877.407999999996,1629,10
165,50.0,18.784109320798215,72825.99183673468,3877,15
895,50.0,10.254052936504213,564865.0141132076,55087,0
1189,50.0,13.400900359201751,1316129.2260779224,98212,6
50,50.0,25.84753359930231,121431.71284952226,4698,7
455,50.0,17.28867412304741,504690.975,29192,3
479,50.0,15.322748634198982,673511.4162162163,43955,9
1118,50.0,7.069658538455456,190357.6258064516,26926,12
1141,50.0,9.078909749356715,190530.0,20986,8
196,50.0,9.32180130200164,377821.9285714285,40531,1
436,50.0,7.02165593715278,109355.2695652174,15574,4
1114,50.0,0.49056699674160664,31793.647058823528,64810,7
74,50.0,0.9214635410242445,357194.2841155561,387638,8
575,50.0,6.15387483542879,204105.56666666668,33167,13
1173,50.0,34.25274102263178,448402.6327272727,13091,5
330,50.35971223021583,10.431896538461539,678073.275,65000,0
996,50.63291139240506,10.47258272945216,813007.5424528301,77632,0
1237,50.74626865671642,11.985259353042785,512429.76363934425,42755,6
141,50.76923076923077,11.510408526647169,515539.6875,44789,6
1279,50.847457627118644,13.367552804164156,865455.4711999999,64743,6
762,50.877192982456144,9.986586754132187,535790.365945946,53651,0
1232,50.943396226415096,12.575916983491842,2280365.874782609,181328,0
929,51.13636363636363,12.507139471522295,2496775.2384210527,199628,0
1307,51.21951219512195,10.441657897950272,689285.1628173913,66013,4
901,51.282051282051285,10.849702553606239,1168838.4561,107730,0
35,51.282051282051285,9.933079897578738,413384.9860975343,41617,4
650,51.33333333333333,10.407777499259394,782956.2857142857,75228,0
178,51.35135135135135,10.976947093526194,256772.74641176473,23392,6
61,51.42857142857143,11.697363280206597,452524.1958580724,38686,4
143,51.5625,11.38202240826479,456248.3682352941,40085,6
702,51.851851851851855,5.823418180104502,141223.7142857143,24251,0
261,51.89873417721519,10.442557061027303,937428.347368421,89770,0
389,52.10084033613445,9.782881133560746,559238.4,57165,0
744,52.17391304347826,7.646075408083551,371920.4000000001,48642,1
900,52.348993288590606,10.573164676879072,1180208.3607272727,111623,0
875,52.38095238095239,8.195396593856156,1456387.5379009899,177708,4
654,52.4390243902439,9.91033629073823,435162.86652631575,43910,0
403,52.57731958762887,8.539358748778103,422698.2580645161,49500,0
781,52.631578947368425,7.969305210117805,1020421.7163243243,128044,4
491,52.77777777777778,10.291566643566643,685418.3384615384,66600,0
197,52.94117647058824,9.589693166460023,986357.4803294122,102856,9
1091,52.94117647058824,8.053929656596997,1879312.0,233341,4
468,53.125,11.112789999999999,444511.5999999999,40000,6
951,53.125,12.285390134391774,1276746.8843265306,103924,6
495,53.191489361702125,8.35949240761478,397075.8893617021,47500,0
852,53.333333333333336,13.72128953703704,148189.92700000003,10800,9
207,53.333333333333336,9.408583839518556,938035.8088000001,99700,9
322,53.42465753424658,7.907274440161695,293225.45806451613,37083,0
578,53.48837209302326,9.09383314375297,654701.4233513514,71994,4
1080,53.57142857142857,12.166886191246409,2519944.6335,207115,0
153,53.57142857142857,10.580317023270041,170258.4615384615,16092,6
1039,53.6231884057971,7.60536347580695,229461.42142857148,30171,0
1131,53.65853658536585,9.381075856947513,238870.3345454545,25463,6
1082,53.84615384615385,12.764362108532998,732597.7988571429,57394,6
21,53.84615384615385,17.01172112573387,119813.55188854366,7043,6
58,53.84615384615385,9.0924758889393,758121.5471438698,83379,4
1084,53.96825396825397,12.663489873433743,1556621.5022222225,122922,6
991,54.16666666666667,9.426115845167873,544933.1831249999,57811,0
442,54.16666666666667,10.276160810252172,727552.1853658537,70800,0
201,54.21686746987952,10.851503037659556,2383076.87909434,219608,0
426,54.32098765432099,10.200234893311816,1034303.8181818181,101400,0
323,54.54545454545455,11.705096567783741,3303178.2514285715,282200,0
168,54.80769230769231,11.98466394418402,2198706.4472000003,183460,0
1375,54.83870967741936,11.028550033132506,1271459.4762197803,115288,6
880,54.91803278688525,10.831975110412701,1708451.6103396225,157723,0
1037,55.0,5.57354824618879,49075.0923076923,8805,0
1002,55.0,7.794453426129346,1262459.826976744,161969,1
39,55.0,12.691209765135955,820093.2838133203,64619,6
612,55.128205128205124,9.879579451451285,761270.9946315788,77055,0
926,55.172413793103445,6.347116821433926,165234.4922123894,26033,0
957,55.4054054054054,10.191126317209454,1133202.2908421052,111195,0
994,55.4140127388535,10.195177408305282,1105075.669641026,108392,0
384,55.55555555555556,11.85824592074592,162790.0,13728,6
845,55.55555555555556,14.602620784883719,12558.253874999999,860,1
139,55.55555555555556,9.589515336664961,543044.6640000001,56629,9
1107,55.88235294117647,10.883622003533755,2003653.0436065572,184098,0
960,55.93220338983051,8.584979611314589,481935.00044036703,56137,0
210,55.94405594405594,9.900142062976789,705365.3217029703,71248,0
470,56.0,12.740321211560929,313641.2275862069,24618,9
1086,56.25,12.994532980310153,1870861.8967741935,143973,6
1128,56.25,12.534258710643563,735798.5890909091,58703,6
1130,56.36363636363637,11.394694816939683,3193078.3550769226,280225,0
20,56.493506493506494,9.841677174577756,1085261.4253950382,110272,0
866,56.666666666666664,13.010939099665816,132373.2944,10174,9
571,57.142857142857146,7.423025895311836,355963.7837837838,47954,0
906,57.142857142857146,10.008716285404422,396835.59199999995,39649,4
128,57.142857142857146,7.842183431607215,805972.5599999999,102774,4
725,57.142857142857146,4.282906664732759,59057.000000000015,13789,0
1435,57.142857142857146,4.956484726262894,47344.34210526316,9552,0
1093,57.35294117647059,10.783391983307792,513052.2237818181,47578,6
1194,57.37704918032787,10.381822140013549,371970.3054545454,35829,6
1191,57.4468085106383,10.299843064055768,1979135.444444444,192152,0
720,57.5,4.279526510189075,77895.94153846154,18202,0
779,57.69230769230769,7.53190386153045,851105.1363529409,113000,4
1005,57.77777777777778,7.800891803505136,205358.4767272727,26325,6
1383,58.064516129032256,9.795513964897545,1034523.8208607595,105612,0
303,58.064516129032256,10.504448275862067,167545.94999999998,15950,1
711,58.064516129032256,4.151505088138798,63991.29942857143,15414,0
343,58.064516129032256,13.660622727272727,300533.7,22000,9
493,58.18181818181819,11.189111995536544,3166518.694736842,283000,0
919,58.33333333333333,6.564574371701449,205031.35135135133,31233,0
709,58.33333333333333,4.67847285443852,107918.33333333334,23067,0
490,58.38509316770186,9.737860465116277,963074.3999999998,98900,0
352,58.59375,9.483133984028393,1374106.1142857142,144900,0
160,58.62068965517241,9.936276266492914,156854.05714285714,15786,1
315,58.62068965517241,12.734426678348482,262889.50434782606,20644,1
410,58.64661654135339,8.782699025294333,563085.1826086956,64113,0
998,58.715596330275226,10.134559658902038,1758133.2750666665,173479,0
889,58.74125874125874,9.29846592450357,1172322.6883636366,126077,0
149,58.82352941176471,10.071002842952382,824623.7837837839,81881,6
838,58.82352941176471,13.635046634477717,251075.7487272727,18414,9
917,58.97435897435898,9.757820141218504,2319453.363207921,237702,0
497,59.090909090909086,15.492983519325994,119791.74857142859,7732,9
573,59.25925925925926,4.573084345677416,108908.00369230767,23815,0
184,59.42028985507246,6.625195604089485,226389.5589873418,34171,0
124,59.49367088607595,7.05110389102012,270191.25,38319,0
450,59.868421052631575,9.043924977753438,1056981.5999999999,116872,0
379,60.0,7.025304612798149,53919.212903225794,7675,1
635,60.0,4.735531627351868,33726.45625,7122,0
503,60.0,10.168476804350588,109433.14736842104,10762,7
1195,60.0,9.782907106220165,161144.04585365855,16472,6
69,60.0,0.6884852213079727,266883.0342173799,387638,8
481,60.256410256410255,9.713641564551493,1013074.5333333333,104294,0
986,60.3448275862069,9.609209908429209,327405.0,34072,6
999,60.40268456375839,9.046501448947248,1027501.6345714285,113580,0
542,60.41666666666667,8.496959432683282,568446.5860465115,66900,0
311,60.60606060606061,7.553967000000001,377698.35000000003,50000,0
978,60.869565217391305,10.53413562796653,2722979.252608696,258491,0
52,60.8974358974359,9.250023153493565,985340.216379595,106523,0
1260,60.9375,8.838305694429254,764115.7188118811,86455,6
397,61.11111111111111,9.03312860868807,488339.96571428573,54061,9
414,61.11111111111111,7.593352254227506,276299.3084745763,36387,1
1352,61.19402985074627,9.90513508467909,423494.0505454545,42755,6
749,61.29032258064516,9.703943872439893,348720.927,35936,4
887,61.36363636363637,8.354743104715368,582776.7505263158,69754,4
439,61.40350877192983,12.33679895422182,767410.5789473683,62205,6
336,61.44578313253012,7.134306976744187,306775.20000000007,43000,0
430,61.53846153846153,11.892630091588437,284447.9265306122,23918,9
63,61.53846153846153,9.081085154405514,377927.5208708943,41617,4
185,61.53846153846153,8.751524466192171,737753.5125,84300,0
478,61.53846153846153,12.753239778793594,398959.6,31283,4
515,61.65413533834587,8.453752515090542,540194.7857142857,63900,0
1325,61.904761904761905,7.6634090592564315,1189184.8275882353,155177,1
689,61.904761904761905,11.32940440144121,129631.04516129031,11442,6
241,61.904761904761905,7.164044912951624,372523.1714285715,51999,1
494,62.06896551724138,8.146646853146853,593075.8909090909,72800,0
94,62.121212121212125,5.6088899823851515,165288.37889090803,29469,0
1429,62.19512195121951,6.8610027248461485,277603.03125,40461,0
1025,62.264150943396224,9.38560104931391,488370.36500000005,52034,4
351,62.295081967213115,7.853247504583418,462619.104,58908,0
415,62.5,7.018492479268204,290067.2756756756,41329,0
59,62.5,9.376758335642863,762677.3927461836,81337,1
372,62.5,7.2387454175152754,355422.4,49100,0
2,62.5,4.981872570530059,26782.546939169595,5376,0
1228,62.5,8.972176943702996,1458418.3900219782,162549,6
805,62.5,9.365329687500001,29969.055,3200,1
1423,62.5,5.413111560978279,98935.44,18277,4
252,62.5,5.753426502326027,24820.281931034482,4314,0
237,62.5,8.757363463993494,886788.1390909093,101262,9
1051,62.71186440677966,5.089132577624445,144561.9,28406,0
885,62.857142857142854,9.439697208828473,384167.35730769235,40697,4
883,62.96296296296296,9.831526286974224,3926033.223703704,399331,0
378,63.15789473684211,8.859891279232386,312231.4285714285,35241,9
222,63.15789473684211,10.539058393886423,125783.66193103445,11935,1
256,63.333333333333336,3.8833147620043,65022.222375,16744,0
669,63.63636363636363,10.53202600671141,50216.700000000004,4768,1
1420,63.63636363636363,12.796436160606289,1216672.3537142854,95079,1
704,63.63636363636363,4.023316038799909,68597.53846153845,17050,0
1149,63.63636363636363,10.750013496717576,3160396.4679,293990,6
614,63.63636363636363,7.4925628890865195,1387622.6470588234,185200,4
990,63.63636363636363,7.667589754502087,635942.2266486486,82939,6
801,63.63636363636363,8.116224972954894,3931304.5875,484376,0
1133,64.17910447761194,7.226737548105883,594774.9536842104,82302,6
1400,64.28571428571428,6.545290338010203,138550.70587499999,21168,4
584,64.34108527131784,8.502668478206264,1171718.7323076923,137806,0
764,64.46280991735537,7.39136630852816,430968.3953513514,58307,0
310,64.51612903225806,12.84598768328446,282611.7290322581,22000,9
273,64.58333333333333,8.327494844846628,1168722.264,140345,6
